Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,c_total_pages,c_total_duration,c_product_share,c_page_value_per_product,Revenue
0,0.0,0,0.0,32,2371.122222,0.0,0.012903226,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,0,32,2371.122222,1.0,0.0,0
3,140.0,0,0.0,26,1629.438095,0.0,0.004938272,0.0,0.0,Nov,4,5,2,2,Returning_Visitor,1,29,1769.438095,0.896551724137931,0.0,0
0,0.0,0,0.0,3,21.25,0.0,0.066666667,0.0,0.0,Nov,3,2,1,2,New_Visitor,1,3,21.25,1.0,0.0,0
0,0.0,0,0.0,5,291.2,0.18,0.186666667,0.0,0.0,Oct,3,2,8,20,Returning_Visitor,0,5,291.2,1.0,0.0,0
1,20.2,0,0.0,6,204.4,0.0,0.028571429,0.0,0.0,Oct,2,7,3,5,New_Visitor,1,7,224.6,0.8571428571428571,0.0,0
9,387.75,0,0.0,64,980.5021994,0.000866739,0.012798697,9.581561053,0.0,Nov,3,2,3,1,Returning_Visitor,0,73,1368.2521993999999,0.8767123287671232,0.149711891453125,1
0,0.0,0,0.0,10,231.0,0.12,0.14,0.0,0.0,May,3,2,2,13,Returning_Visitor,0,10,231.0,1.0,0.0,0
1,17.0,1,23.75,62,3688.846861,0.016612903,0.027150538,3.663777878,0.0,Dec,3,2,3,1,Returning_Visitor,1,64,3729.596861,0.96875,0.05909319158064516,0
3,59.5,0,0.0,3,47.2,0.033333333,0.05,0.0,0.0,Aug,1,1,1,4,New_Visitor,0,6,106.7,0.5,0.0,0
0,0.0,0,0.0,29,488.4090909,0.014285714,0.02173913,0.0,0.0,Nov,1,8,1,11,New_Visitor,0,29,488.4090909,1.0,0.0,1
1,11.88888889,0,0.0,111,3510.879903,9.83e-05,0.009438427,12.01656549,0.0,Mar,3,2,5,2,Returning_Visitor,0,112,3522.76879189,0.9910714285714286,0.10825734675675676,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,1.0,May,1,1,1,2,Returning_Visitor,1,1,0.0,1.0,0.0,0
10,1751.047619,3,69.0,22,1552.547619,0.01372549,0.070490196,4.279294118,0.0,May,2,4,2,3,Returning_Visitor,0,35,3372.595238,0.6285714285714286,0.19451336900000002,0
10,242.6333333,4,23.0,47,1534.815256,0.022807018,0.036908939,5.194081873,0.0,Sep,1,1,1,3,Returning_Visitor,0,61,1800.4485893,0.7704918032786885,0.11051238027659574,0
0,0.0,0,0.0,4,6.0,0.1,0.15,0.0,0.2,May,2,2,3,13,Returning_Visitor,0,4,6.0,1.0,0.0,0
0,0.0,0,0.0,15,535.25,0.0,0.02,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,1,15,535.25,1.0,0.0,0
4,72.5,0,0.0,28,1248.058333,0.0140625,0.024479167,0.0,0.0,Nov,2,6,4,2,Returning_Visitor,0,32,1320.558333,0.875,0.0,0
0,0.0,0,0.0,21,1636.5,0.042857143,0.065873016,0.0,0.4,May,2,4,1,3,Returning_Visitor,0,21,1636.5,1.0,0.0,0
0,0.0,0,0.0,26,372.3833333,0.019230769,0.059615385,0.0,0.0,Sep,2,1,1,2,Returning_Visitor,0,26,372.3833333,1.0,0.0,0
1,85.1,0,0.0,8,194.2285714,0.075,0.078125,0.0,0.0,Nov,3,3,1,1,Returning_Visitor,1,9,279.3285714,0.8888888888888888,0.0,0
0,0.0,0,0.0,9,146.375,0.075,0.0875,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,0,9,146.375,1.0,0.0,0
0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,0,3,0.0,1.0,0.0,0
0,0.0,0,0.0,12,1653.6,0.016666667,0.027777778,0.0,0.0,Jul,3,2,4,3,Returning_Visitor,0,12,1653.6,1.0,0.0,0
9,64.5,3,99.6,33,768.4133333,0.004878049,0.013617886,41.34613116,0.0,Sep,2,2,4,2,Returning_Visitor,0,45,932.5133333,0.7333333333333333,1.2529130654545455,0
0,0.0,0,0.0,3,258.0,0.0,0.066666667,0.0,0.0,May,3,2,3,4,Returning_Visitor,1,3,258.0,1.0,0.0,0
4,19.8,0,0.0,2,10.0,0.0125,0.034166667,0.0,0.0,Sep,1,1,6,5,New_Visitor,1,6,29.8,0.3333333333333333,0.0,1
0,0.0,0,0.0,4,4.0,0.125,0.175,0.0,0.8,May,3,2,4,13,Returning_Visitor,0,4,4.0,1.0,0.0,0
0,0.0,0,0.0,31,881.4416667,0.017204301,0.02609319,0.0,0.0,Oct,3,2,2,13,Returning_Visitor,1,31,881.4416667,1.0,0.0,0
0,0.0,0,0.0,6,151.0,0.0,0.08,0.0,0.0,Dec,1,8,4,6,Returning_Visitor,0,6,151.0,1.0,0.0,0
0,0.0,0,0.0,3,75.5,0.0,0.066666667,0.0,0.0,Dec,3,2,4,2,Returning_Visitor,1,3,75.5,1.0,0.0,0
2,20.5,0,0.0,21,719.7380952,0.004347826,0.010434783,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,0,23,740.2380952,0.9130434782608695,0.0,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Nov,3,2,9,1,Returning_Visitor,0,2,0.0,1.0,0.0,0
0,0.0,0,0.0,42,879.0333333,0.004761905,0.024603175,0.0,0.0,May,2,2,2,4,Returning_Visitor,1,42,879.0333333,1.0,0.0,0
0,0.0,0,0.0,2,17.0,0.0,0.1,0.0,0.0,Mar,1,1,8,3,Returning_Visitor,0,2,17.0,1.0,0.0,0
0,0.0,0,0.0,12,574.0,0.016666667,0.083333333,0.0,0.0,May,2,2,1,13,Returning_Visitor,0,12,574.0,1.0,0.0,0
0,0.0,0,0.0,5,75.5,0.02,0.013333333,0.0,0.0,Mar,1,1,2,9,Returning_Visitor,1,5,75.5,1.0,0.0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,3,2,1,1,Returning_Visitor,0,1,0.0,1.0,0.0,0
0,0.0,1,30.5,24,1689.134524,0.0,0.008,0.0,0.0,Nov,2,2,9,2,Returning_Visitor,0,25,1719.634524,0.96,0.0,0
6,214.0,0,0.0,27,830.1041667,0.0,0.021428571,0.0,0.0,Dec,1,1,2,2,Returning_Visitor,0,33,1044.1041667,0.8181818181818182,0.0,0
1,5.0,0,0.0,40,2731.5,0.0,0.012357724,0.0,0.0,Jul,2,10,2,2,Returning_Visitor,1,41,2736.5,0.975609756097561,0.0,0
4,60.16666667,3,164.5,159,5608.913545,0.002453988,0.018075125,2.702517858,0.0,Dec,2,2,3,1,Returning_Visitor,0,166,5833.580211670001,0.9578313253012049,0.01699696766037736,1
2,172.4,3,134.0,15,569.4933333,0.0,0.025,0.0,0.0,Sep,2,2,1,2,Returning_Visitor,1,20,875.8933333,0.75,0.0,0
0,0.0,0,0.0,2,34.2,0.0,0.1,0.0,0.0,Sep,2,2,1,2,Returning_Visitor,0,2,34.2,1.0,0.0,0
7,91.0,0,0.0,23,297.125,0.0,0.012068966,0.0,0.0,Nov,2,2,6,2,New_Visitor,0,30,388.125,0.7666666666666667,0.0,0
9,164.3333333,0,0.0,102,4227.094444,0.0,0.00849359,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,1,111,4391.4277773,0.918918918918919,0.0,0
5,97.5,0,0.0,24,758.1444444,0.04,0.059846154,0.0,0.0,Mar,3,2,2,1,Returning_Visitor,1,29,855.6444444,0.8275862068965517,0.0,0
6,143.0,0,0.0,32,2289.1,0.0,0.001015625,62.33035594,0.0,Nov,3,2,9,3,New_Visitor,1,38,2432.1,0.8421052631578947,1.947823623125,0
0,0.0,0,0.0,7,97.0,0.057142857,0.1,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,0,7,97.0,1.0,0.0,0
1,5.0,0,0.0,13,545.5714286,0.013333333,0.020784314,26.12015415,0.0,Mar,2,2,3,2,Returning_Visitor,1,14,550.5714286,0.9285714285714286,2.009242626923077,1
0,0.0,0,0.0,6,495.0,0.0,0.02,77.96,0.0,Mar,1,2,9,2,Returning_Visitor,1,6,495.0,1.0,12.993333333333332,1
0,0.0,0,0.0,12,547.3333333,0.0,0.033333333,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,0,12,547.3333333,1.0,0.0,0
4,68.73333333,0,0.0,44,2498.866667,0.0,0.014444444,11.33062869,0.0,Oct,2,2,4,1,Returning_Visitor,0,48,2567.6000003299996,0.9166666666666666,0.2575142884090909,1
0,0.0,2,45.0,11,624.0,0.015384615,0.046153846,0.0,0.0,Mar,2,2,4,10,Returning_Visitor,0,13,669.0,0.8461538461538461,0.0,0
0,0.0,0,0.0,9,190.3333333,0.0,0.033333333,0.0,0.0,Dec,1,1,3,2,New_Visitor,0,9,190.3333333,1.0,0.0,0
16,770.6,0,0.0,52,3593.12932,0.007795699,0.018264209,0.0,0.0,May,1,2,1,2,Returning_Visitor,0,68,4363.72932,0.7647058823529411,0.0,0
4,75.5,0,0.0,10,158.9733333,0.023076923,0.038461538,20.65287956,0.0,Oct,1,1,3,2,Returning_Visitor,1,14,234.4733333,0.7142857142857143,2.0652879559999997,1
2,68.54545455,3,60.0,91,2345.58914,0.002749141,0.012841597,51.27258615,0.0,Dec,2,5,7,2,Returning_Visitor,0,96,2474.13459455,0.9479166666666666,0.5634350126373626,0
0,0.0,0,0.0,3,190.0,0.0,0.066666667,0.0,0.0,Mar,2,7,4,3,Returning_Visitor,1,3,190.0,1.0,0.0,0
0,0.0,0,0.0,6,671.6666667,0.0,0.016666667,0.0,0.0,May,2,4,3,3,Returning_Visitor,0,6,671.6666667,1.0,0.0,0
0,0.0,0,0.0,20,289.75,0.0,0.025,0.0,0.0,May,1,1,4,3,Returning_Visitor,0,20,289.75,1.0,0.0,0
3,94.6,0,0.0,17,265.5,0.0,0.0,0.0,0.0,Oct,2,2,1,2,New_Visitor,0,20,360.1,0.85,0.0,0
4,32.75,0,0.0,13,704.0,0.0,0.024285714,76.79037287,0.0,Dec,2,2,1,2,Returning_Visitor,0,17,736.75,0.7647058823529411,5.906951759230769,1
2,199.0,0,0.0,10,155.0,0.0,0.045454545,0.0,0.0,May,2,2,3,1,Returning_Visitor,0,12,354.0,0.8333333333333334,0.0,0
1,6.0,0,0.0,10,506.4,0.0,0.02,0.0,0.0,Sep,1,1,3,5,New_Visitor,1,11,512.4,0.9090909090909091,0.0,0
0,0.0,0,0.0,72,2129.333333,0.0,0.01875,0.0,0.8,May,2,5,1,6,Returning_Visitor,0,72,2129.333333,1.0,0.0,0
0,0.0,0,0.0,6,316.25,0.0,0.033333333,0.0,0.0,Dec,3,13,9,20,Returning_Visitor,0,6,316.25,1.0,0.0,0
0,0.0,0,0.0,59,2516.833333,0.025423729,0.047740113,7.726779661,0.4,May,2,2,3,13,Returning_Visitor,0,59,2516.833333,1.0,0.13096236713559323,0
0,0.0,0,0.0,13,734.0,0.0,0.0375,0.0,0.0,May,1,1,1,3,Returning_Visitor,0,13,734.0,1.0,0.0,0
0,0.0,0,0.0,57,3696.225342,0.007017544,0.037615417,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,1,57,3696.225342,1.0,0.0,0
0,0.0,0,0.0,36,572.9,0.011111111,0.038888889,0.0,0.0,Dec,2,2,3,2,Returning_Visitor,0,36,572.9,1.0,0.0,0
0,0.0,0,0.0,3,36.4,0.066666667,0.1,0.0,0.0,June,3,2,1,13,Returning_Visitor,0,3,36.4,1.0,0.0,0
0,0.0,1,41.0,13,698.0,0.0,0.032142857,0.0,0.0,Mar,2,5,2,1,Returning_Visitor,0,14,739.0,0.9285714285714286,0.0,0
0,0.0,0,0.0,2,33.0,0.0,0.1,0.0,0.2,Feb,1,1,1,3,Returning_Visitor,0,2,33.0,1.0,0.0,0
2,182.4,0,0.0,27,1165.944762,0.0,0.007407407,0.0,0.0,Nov,2,4,6,11,New_Visitor,1,29,1348.3447620000002,0.9310344827586207,0.0,0
0,0.0,0,0.0,7,128.0,0.028571429,0.057142857,0.0,0.6,May,3,2,1,3,Returning_Visitor,0,7,128.0,1.0,0.0,0
0,0.0,0,0.0,6,33.0,0.033333333,0.1,0.0,0.0,Nov,2,5,3,20,Returning_Visitor,0,6,33.0,1.0,0.0,0
13,344.4922161,5,271.25,182,5402.78526,0.000968661,0.006829256,16.27511574,0.0,Dec,3,2,1,2,Returning_Visitor,0,200,6018.5274761,0.91,0.08942371285714286,0
6,141.0583333,0,0.0,46,1728.866268,0.0,0.019059741,0.0,0.0,June,2,2,7,4,Returning_Visitor,0,52,1869.9246013,0.8846153846153846,0.0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,Feb,3,2,3,3,Returning_Visitor,0,1,0.0,1.0,0.0,0
12,246.252381,2,56.5,102,4264.419078,0.007783883,0.019834499,0.0,0.0,Nov,3,2,1,10,Returning_Visitor,1,116,4567.171459,0.8793103448275862,0.0,0
0,0.0,0,0.0,7,491.5833333,0.0,0.008333333,45.9675105,0.0,Dec,3,2,4,2,New_Visitor,1,7,491.5833333,1.0,6.566787214285715,1
1,0.0,0,0.0,4,94.75,0.0,0.053333333,0.0,0.0,Dec,3,2,1,20,Returning_Visitor,0,5,94.75,0.8,0.0,0
0,0.0,0,0.0,39,1858.566667,0.0,0.002564103,0.0,0.0,Nov,2,2,3,2,New_Visitor,0,39,1858.566667,1.0,0.0,0
0,0.0,0,0.0,4,166.9,0.0,0.0,0.0,0.0,Aug,3,2,4,4,New_Visitor,0,4,166.9,1.0,0.0,0
3,78.0,0,0.0,3,29.0,0.033333333,0.066666667,0.0,0.0,Mar,2,2,7,2,New_Visitor,1,6,107.0,0.5,0.0,0
4,64.46428571,0,0.0,29,1414.589286,0.0,0.0125,21.05431578,0.0,Dec,2,2,1,2,Returning_Visitor,0,33,1479.05357171,0.8787878787878788,0.7260108889655172,1
0,0.0,0,0.0,7,383.5,0.0,0.023809524,0.0,0.0,Mar,3,2,6,3,Returning_Visitor,0,7,383.5,1.0,0.0,0
0,0.0,0,0.0,18,1217.85,0.0,0.020833333,0.0,0.6,May,2,5,1,4,Returning_Visitor,0,18,1217.85,1.0,0.0,0
4,115.0,0,0.0,53,861.3333333,0.003636364,0.008484848,0.0,0.0,May,1,1,4,6,Returning_Visitor,1,57,976.3333333,0.9298245614035088,0.0,0
0,0.0,0,0.0,8,138.375,0.0,0.025,0.0,0.0,Dec,2,2,1,2,New_Visitor,0,8,138.375,1.0,0.0,0
0,0.0,2,139.75,141,4567.942696,0.002944942,0.02119383,0.0,0.0,Dec,2,5,3,2,Returning_Visitor,0,143,4707.692696,0.986013986013986,0.0,0
0,0.0,2,1368.0,26,650.8083333,0.0,0.014285714,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,1,28,2018.8083333,0.9285714285714286,0.0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,2,5,2,1,Other,0,1,0.0,1.0,0.0,0
5,79.33333333,3,242.0555556,17,1142.816919,0.006818182,0.018519814,62.16886364,0.0,Mar,3,2,6,2,Returning_Visitor,0,25,1464.20580793,0.68,3.6569919788235294,0
7,153.85,0,0.0,19,504.6,0.0,0.018518519,0.0,0.0,Dec,1,1,1,8,Returning_Visitor,0,26,658.45,0.7307692307692307,0.0,1
0,0.0,0,0.0,27,393.7888889,0.0,0.032193939,0.0,0.0,Nov,3,2,1,11,New_Visitor,1,27,393.7888889,1.0,0.0,0
3,40.0,0,0.0,10,423.6666667,0.0,0.018181818,0.0,0.0,May,4,2,1,11,Returning_Visitor,1,13,463.6666667,0.7692307692307693,0.0,0
6,45.83333333,2,284.0,54,1509.8,0.0,0.006779661,7.272067797,0.0,Mar,2,2,7,2,New_Visitor,0,62,1839.63333333,0.8709677419354839,0.13466792216666668,0
5,1321.25,0,0.0,7,54.5,0.0,0.04,0.0,0.2,May,3,2,2,2,Returning_Visitor,0,12,1375.75,0.5833333333333334,0.0,0
0,0.0,2,46.0,9,546.0,0.0,0.02,0.0,0.0,Mar,2,6,1,2,Returning_Visitor,0,11,592.0,0.8181818181818182,0.0,0
4,104.25,0,0.0,38,1429.875,0.0,0.022807018,4.113391331,0.0,Nov,2,2,1,13,Returning_Visitor,0,42,1534.125,0.9047619047619048,0.10824714028947369,1
0,0.0,0,0.0,30,4262.966667,0.0,0.013333333,65.29516039,0.0,Dec,2,10,7,1,Returning_Visitor,1,30,4262.966667,1.0,2.1765053463333337,1
3,93.10666667,4,87.6,32,810.0816667,0.005128205,0.015099715,17.27062073,0.0,Nov,1,1,5,2,Returning_Visitor,0,39,990.78833337,0.8205128205128205,0.5397068978125,1
0,0.0,0,0.0,6,60.25,0.033333333,0.066666667,0.0,0.0,Nov,2,2,7,3,Returning_Visitor,0,6,60.25,1.0,0.0,1
5,134.75,3,16.0,165,6323.853465,0.010654414,0.02804138,3.512852934,0.0,Nov,1,1,1,2,Returning_Visitor,0,173,6474.603465,0.953757225433526,0.02129001778181818,1
0,0.0,0,0.0,8,257.4,0.0,0.028571429,0.0,0.0,Jul,2,2,1,1,Returning_Visitor,1,8,257.4,1.0,0.0,0
1,0.0,1,60.0,43,1131.808333,0.028787879,0.047348485,0.0,0.0,Mar,1,1,1,3,Returning_Visitor,0,45,1191.808333,0.9555555555555556,0.0,0
0,0.0,4,32.5,7,67.0,0.0,0.022222222,0.0,0.0,Mar,2,2,1,8,New_Visitor,0,11,99.5,0.6363636363636364,0.0,0
3,62.0,0,0.0,13,392.9285714,0.0125,0.025,0.0,0.0,May,3,2,3,2,New_Visitor,0,16,454.9285714,0.8125,0.0,0
5,181.3333333,0,0.0,42,792.6666667,0.0,0.001626016,113.1512195,0.0,May,2,2,1,4,New_Visitor,1,47,974.0,0.8936170212765957,2.6940766547619046,1
5,59.9,2,8.0,84,2359.522438,0.016666667,0.028709742,3.478135617,0.0,June,1,1,4,3,Returning_Visitor,0,91,2427.422438,0.9230769230769231,0.041406376392857144,0
3,59.5,0,0.0,6,159.0,0.0,0.00625,0.0,0.0,Dec,3,2,8,6,New_Visitor,0,9,218.5,0.6666666666666666,0.0,0
7,261.5,0,0.0,117,3484.269118,0.0025,0.014375,0.0,0.0,Dec,2,2,6,1,Returning_Visitor,0,124,3745.769118,0.9435483870967742,0.0,0
0,0.0,0,0.0,8,106.0833333,0.025,0.05625,0.0,0.0,Dec,1,1,2,1,Returning_Visitor,0,8,106.0833333,1.0,0.0,0
20,199.4562728,7,299.0333333,686,23342.08205,0.009853301,0.022771363,0.150650498,0.0,Aug,2,2,1,1,Returning_Visitor,0,713,23840.5716561,0.9621318373071529,0.00021960713994169097,0
3,38.5,0,0.0,15,130.05,0.023529412,0.050980392,0.0,0.0,Nov,1,1,3,1,Returning_Visitor,0,18,168.55,0.8333333333333334,0.0,0
4,319.0,1,21.5,33,1829.183333,0.0,0.017619048,16.07106667,0.6,May,2,4,7,2,Returning_Visitor,0,38,2169.683333,0.868421052631579,0.4870020203030303,1
9,275.8,1,39.68,46,1354.8,0.010909091,0.041212121,0.0,0.0,Aug,2,2,6,3,Returning_Visitor,0,56,1670.28,0.8214285714285714,0.0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,Feb,1,1,2,3,Returning_Visitor,0,1,0.0,1.0,0.0,0
2,104.3,0,0.0,48,2307.661212,0.025510204,0.035488428,4.348145623,0.0,Oct,1,1,4,1,Returning_Visitor,1,50,2411.961212,0.96,0.09058636714583333,0
3,93.8,0,0.0,40,526.6853968,0.015609756,0.020412311,2.321264079,0.0,Aug,1,1,4,2,Returning_Visitor,0,43,620.4853968,0.9302325581395349,0.058031601975,0
4,36.0,0,0.0,23,2359.375,0.0,0.010666667,58.20233822,0.0,Dec,4,2,1,1,New_Visitor,0,27,2395.375,0.8518518518518519,2.530536444347826,1
2,23.0,1,80.6,53,1693.73,0.034545455,0.054839161,0.0,0.0,Aug,2,2,1,1,Returning_Visitor,0,56,1797.33,0.9464285714285714,0.0,0
2,28.2,0,0.0,12,271.0,0.0,0.014285714,0.0,0.0,Aug,1,8,4,6,Returning_Visitor,0,14,299.2,0.8571428571428571,0.0,0
0,0.0,0,0.0,22,325.75,0.0,0.031818182,0.0,0.0,Mar,2,10,7,2,Returning_Visitor,0,22,325.75,1.0,0.0,0
0,0.0,0,0.0,64,4492.311111,0.004761905,0.022705971,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,0,64,4492.311111,1.0,0.0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,1,1,0.0,1.0,0.0,0
1,7.0,0,0.0,151,2564.278157,0.00917226,0.0210895,0.0,0.6,May,1,1,1,15,Returning_Visitor,0,152,2571.278157,0.993421052631579,0.0,0
2,98.0,0,0.0,81,2628.0,0.002469136,0.012345679,0.602232815,0.0,Dec,2,1,1,2,Returning_Visitor,0,83,2726.0,0.9759036144578314,0.0074349730246913584,1
6,73.3,1,0.0,120,2872.719031,0.000226757,0.011948854,5.915342917,0.0,Aug,2,2,2,1,Returning_Visitor,0,127,2946.0190310000003,0.9448818897637795,0.04929452430833334,0
3,82.95714286,0,0.0,28,951.4412698,0.013793103,0.025860732,0.0,0.0,Oct,3,2,1,2,Returning_Visitor,0,31,1034.39841266,0.9032258064516129,0.0,0
0,0.0,0,0.0,32,556.6,0.014583333,0.039583333,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,0,32,556.6,1.0,0.0,0
1,156.2,0,0.0,3,50.4,0.0,0.0,92.97624144,0.0,Oct,2,2,7,2,Returning_Visitor,1,4,206.6,0.75,30.99208048,1
0,0.0,0,0.0,79,4709.992857,0.0,0.005574489,0.0,0.0,Nov,2,2,6,2,New_Visitor,0,79,4709.992857,1.0,0.0,1
0,0.0,1,13.0,27,1620.024762,0.05,0.085714286,0.0,0.0,Sep,5,11,4,1,Returning_Visitor,0,28,1633.024762,0.9642857142857143,0.0,0
0,0.0,0,0.0,4,249.0,0.0,0.025,0.0,0.0,Dec,2,4,1,1,Returning_Visitor,0,4,249.0,1.0,0.0,0
0,0.0,0,0.0,15,431.2,0.0,0.007142857,0.0,0.0,Sep,2,5,9,5,New_Visitor,0,15,431.2,1.0,0.0,0
0,0.0,0,0.0,3,55.0,0.066666667,0.1,0.0,0.6,Feb,1,1,1,3,Returning_Visitor,0,3,55.0,1.0,0.0,0
2,109.8,0,0.0,55,1988.931429,0.007272727,0.005330144,5.79089525,0.0,Jul,1,1,1,2,Returning_Visitor,0,57,2098.731429,0.9649122807017544,0.10528900454545455,0
0,0.0,3,91.0,87,3006.883631,0.00462963,0.018585538,0.0,0.0,Dec,3,2,3,1,Returning_Visitor,0,90,3097.883631,0.9666666666666667,0.0,0
1,108.0,0,0.0,37,1209.558333,0.016666667,0.033386243,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,0,38,1317.558333,0.9736842105263158,0.0,0
5,179.5,0,0.0,36,1792.8,0.0,0.004390244,0.0,0.0,Mar,2,2,3,10,Returning_Visitor,0,41,1972.3,0.8780487804878049,0.0,0
0,0.0,3,341.3333333,59,2946.6,0.003278689,0.007962529,9.380377049,0.0,May,1,1,6,2,Returning_Visitor,1,62,3287.9333333,0.9516129032258065,0.15898944150847458,1
0,0.0,0,0.0,22,428.45,0.004545455,0.012878788,20.88818182,1.0,May,3,2,1,2,Returning_Visitor,1,22,428.45,1.0,0.94946281,1
0,0.0,0,0.0,8,142.0,0.0,0.05,0.0,0.0,Mar,2,7,2,3,Returning_Visitor,0,8,142.0,1.0,0.0,0
0,0.0,0,0.0,16,423.1833333,0.0125,0.016071429,0.0,0.0,Nov,3,2,7,10,Returning_Visitor,0,16,423.1833333,1.0,0.0,0
0,0.0,0,0.0,4,570.2,0.0,0.05,0.0,0.0,Jul,2,2,9,1,Returning_Visitor,0,4,570.2,1.0,0.0,0
3,27.0,0,0.0,10,1579.375,0.0125,0.06,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,0,13,1606.375,0.7692307692307693,0.0,0
3,65.5,3,60.0,30,1383.375,0.014141414,0.039393939,43.20756866,0.0,Nov,2,2,1,1,Returning_Visitor,0,36,1508.875,0.8333333333333334,1.4402522886666667,0
0,0.0,0,0.0,6,38.5,0.066666667,0.1,0.0,0.0,Nov,2,10,7,1,Returning_Visitor,0,6,38.5,1.0,0.0,0
13,331.9833333,5,128.0,202,8217.678753,0.001904762,0.013668745,3.651726351,0.0,Nov,2,2,3,10,Returning_Visitor,1,220,8677.6620863,0.9181818181818182,0.018077853222772278,1
0,0.0,3,56.0,10,369.0,0.0,0.016666667,0.0,0.0,Mar,1,1,4,2,New_Visitor,1,13,425.0,0.7692307692307693,0.0,0
13,266.047619,9,985.4833333,179,11492.20838,0.020689931,0.028728531,0.0,0.0,June,1,1,1,3,Returning_Visitor,0,201,12743.7393323,0.8905472636815921,0.0,0
19,341.8166667,1,51.4,429,9661.585763,0.00304414,0.012547206,3.459384236,0.0,Sep,2,2,9,1,Returning_Visitor,0,449,10054.8024297,0.955456570155902,0.008063832717948718,0
6,140.0,1,12.0,52,723.315873,0.001212121,0.006277056,4.504381818,0.0,May,3,2,4,11,Returning_Visitor,0,59,875.315873,0.8813559322033898,0.08662272726923076,0
0,0.0,0,0.0,6,82.0,0.15,0.183333333,0.0,0.6,May,2,2,3,1,Returning_Visitor,0,6,82.0,1.0,0.0,0
0,0.0,0,0.0,4,135.5,0.0,0.066666667,0.0,0.0,Mar,2,2,3,14,Returning_Visitor,0,4,135.5,1.0,0.0,0
1,5.0,1,17.75,93,3009.042857,0.003617021,0.018145897,6.992767815,0.0,Dec,1,2,4,3,Returning_Visitor,1,95,3031.792857,0.9789473684210527,0.07519105177419355,0
2,133.5,0,0.0,4,454.3333333,0.0,0.025,0.0,0.0,Nov,3,2,1,3,New_Visitor,0,6,587.8333333,0.6666666666666666,0.0,0
2,273.0,1,1.0,10,384.4,0.044444444,0.043386243,0.0,0.0,May,1,1,1,3,Returning_Visitor,0,13,658.4,0.7692307692307693,0.0,0
9,146.25,0,0.0,25,575.0,0.006666667,0.019666667,0.0,0.0,May,3,2,3,4,Returning_Visitor,1,34,721.25,0.7352941176470589,0.0,0
1,18.0,0,0.0,15,272.3333333,0.0,0.036666667,0.0,0.6,May,2,2,3,3,Returning_Visitor,0,16,290.3333333,0.9375,0.0,0
5,41.3,0,0.0,24,446.9277778,0.0,0.008602151,0.0,1.0,Feb,2,2,8,1,Returning_Visitor,1,29,488.2277778,0.8275862068965517,0.0,0
6,631.1073171,3,7.6,28,2104.573984,0.007189542,0.034273974,35.51518951,0.0,Nov,2,2,5,6,Returning_Visitor,0,37,2743.2813011000003,0.7567567567567568,1.2683996253571428,0
0,0.0,1,55.0,9,936.8333333,0.0,0.022222222,53.25533333,0.0,Mar,1,1,1,2,Returning_Visitor,1,10,991.8333333,0.9,5.917259258888889,1
0,0.0,0,0.0,4,48.0,0.05,0.075,0.0,0.0,May,2,4,1,1,Returning_Visitor,1,4,48.0,1.0,0.0,0
0,0.0,0,0.0,41,881.1666667,0.009756098,0.021138211,0.0,0.6,May,2,5,1,3,Returning_Visitor,0,41,881.1666667,1.0,0.0,0
3,84.25,0,0.0,52,1725.966667,0.0,0.031188811,0.0,0.0,Nov,2,2,1,2,New_Visitor,0,55,1810.216667,0.9454545454545454,0.0,0
0,0.0,0,0.0,9,191.5625,0.0,0.024691358,0.0,0.0,Nov,3,3,1,11,New_Visitor,1,9,191.5625,1.0,0.0,0
3,84.0,0,0.0,59,1720.422222,0.026984127,0.038231522,0.0,0.0,Oct,3,2,1,3,Returning_Visitor,1,62,1804.422222,0.9516129032258065,0.0,0
